OFC_DESC,OC_DIST_NUM,OC_NM_LST,OC_NM_FRST,filing_period,RPT_ZIP_CD,TOT_CON_AMT
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),90713,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Election (2017-01-22 to 2017-02-18),90720,100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),90731,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Election (2017-01-22 to 2017-02-18),90731,2200.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),90807,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91001,150.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91011,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Election (2017-01-22 to 2017-02-18),91011,1000.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Semi-Annual (2017-01-01 to 2017-06-30),91011,500.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Semi-Annual (2017-01-01 to 2017-06-30),91024,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Election (2017-01-22 to 2017-02-18),91040,150.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Election (2017-01-22 to 2017-02-18),91042,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91101,100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),91101,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Semi-Annual (2017-01-01 to 2017-06-30),91101,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91103,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91104,525.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91106,250.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Election (2017-01-01 to 2017-01-21),91106,250.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),91106,500.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),91106,500.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91106,500.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91108,500.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),91108,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Election (2017-01-22 to 2017-02-18),91108,1000.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91214,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91301,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91301,250.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),91302,2450.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Election (2017-01-22 to 2017-02-18),91302,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Election (2017-02-19 to 2017-03-01),91302,250.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91302,2450.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91316,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91326,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91340,365.31
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91342,2200.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91344,2200.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Election (2017-01-22 to 2017-02-18),91345,250.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91345,750.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91355,250.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),91355,250.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),91360,500.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Election (2017-02-19 to 2017-03-01),91364,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91384,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91423,150.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91436,100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),91436,2200.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Election (2017-01-22 to 2017-02-18),91436,5500.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Election (2017-02-19 to 2017-03-01),91436,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91436,1600.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Runoff (2017-04-30 to 2017-05-10),91436,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Semi-Annual (2017-01-01 to 2017-06-30),91436,250.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91601,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91602,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91602,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91604,300.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),91604,500.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Election (2017-02-19 to 2017-03-01),91604,500.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91604,500.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Runoff (2017-04-30 to 2017-05-10),91604,500.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91607,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91706,200.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91710,500.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Election (2017-02-19 to 2017-03-01),91733,200.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91733,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),91767,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91801,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),91902,150.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),91902,100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Semi-Annual (2017-01-01 to 2017-06-30),91902,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),92563,100.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Election (2017-02-19 to 2017-03-01),92626,1000.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Runoff (2017-04-30 to 2017-05-10),92626,1000.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Semi-Annual (2017-01-01 to 2017-06-30),92648,100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),92653,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Election (2017-02-19 to 2017-03-01),92653,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Election (2017-02-19 to 2017-03-01),92660,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Semi-Annual (2017-01-01 to 2017-06-30),92660,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),92692,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),93105,250.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Runoff (2017-04-30 to 2017-05-10),93105,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94025,250.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94027,650.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94028,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),94062,200.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94062,500.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94110,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),94111,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Election (2017-01-22 to 2017-02-18),94111,3300.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94111,1350.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Runoff (2017-04-30 to 2017-05-10),94111,2200.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),94115,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),94115,300.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94115,1600.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Runoff (2017-04-30 to 2017-05-10),94115,1545.97
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94117,100.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Runoff (2017-04-30 to 2017-05-10),94118,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94121,250.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),94188,3300.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Election (2017-01-22 to 2017-02-18),94301,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94301,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Runoff (2017-04-30 to 2017-05-10),94301,250.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),94303,250.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),94303,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94303,250.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Election (2017-01-01 to 2017-01-21),94558,500.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),94564,100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),94596,100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94611,100.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Runoff (2017-04-30 to 2017-05-10),94612,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),94707,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),94806,100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Semi-Annual (2017-01-01 to 2017-06-30),94901,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95018,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),95060,100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Pre-Runoff (2017-03-02 to 2017-04-01),95060,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),95616,150.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95658,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Runoff (2017-04-30 to 2017-05-10),95814,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95815,150.0
LAUSD Board Member,6.0,Gonez,Kelly,3rd Pre-Runoff (2017-04-30 to 2017-05-10),95815,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,1st Semi-Annual (2017-01-01 to 2017-06-30),95815,1100.0
LAUSD Board Member,6.0,Gonez,Kelly,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95834,250.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),96513,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),96701,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),96817,100.0
LAUSD Board Member,6.0,Gonez,Kelly,4th Quarterly (2016-10-01 to 2016-12-31),98277,100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Quarterly (2016-07-01 to 2016-09-30),10009,250.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),10009,100.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),10009,500.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Election (2017-02-19 to 2017-03-01),11937,200.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Runoff (2017-04-30 to 2017-05-10),20001,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Semi-Annual (2017-01-01 to 2017-06-30),20001,500.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Runoff (2017-04-30 to 2017-05-10),20036,750.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Runoff (2017-04-30 to 2017-05-10),21076,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),60010,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Runoff (2017-04-30 to 2017-05-10),90004,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90005,2200.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90005,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Runoff (2017-04-30 to 2017-05-10),90005,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90006,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90006,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90007,200.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90008,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90008,100.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90010,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90012,100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Election (2017-02-19 to 2017-03-01),90014,500.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Runoff (2017-04-30 to 2017-05-10),90014,500.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90015,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90015,1000.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90015,750.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90017,1200.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Election (2017-01-01 to 2017-01-21),90017,500.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90017,1700.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Election (2017-02-19 to 2017-03-01),90017,1000.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90017,500.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90017,1600.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90020,1000.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90020,250.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Election (2017-02-19 to 2017-03-01),90020,2500.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90020,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Runoff (2017-04-30 to 2017-05-10),90020,750.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90022,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90024,2200.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Election (2017-02-19 to 2017-03-01),90025,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Quarterly (2016-07-01 to 2016-09-30),90026,100.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90026,150.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90026,500.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90026,1200.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90026,1600.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Runoff (2017-04-30 to 2017-05-10),90026,100.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Semi-Annual (2017-01-01 to 2017-06-30),90026,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90027,550.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90027,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90032,100.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90034,150.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90034,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90034,50.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90035,200.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90035,150.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90036,100.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90036,100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Election (2017-02-19 to 2017-03-01),90036,250.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90038,100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Election (2017-02-19 to 2017-03-01),90039,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Election (2017-01-01 to 2017-01-21),90041,150.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90041,350.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Quarterly (2016-07-01 to 2016-09-30),90042,250.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90042,100.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90042,100.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90042,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90042,100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Runoff (2017-04-30 to 2017-05-10),90042,150.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90043,100.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90045,500.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90047,100.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90049,200.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90049,800.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90049,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Runoff (2017-04-30 to 2017-05-10),90049,400.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90056,50.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90057,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Runoff (2017-04-30 to 2017-05-10),90064,500.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Quarterly (2016-07-01 to 2016-09-30),90065,100.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90065,250.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Election (2017-01-01 to 2017-01-21),90065,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90065,250.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Semi-Annual (2017-01-01 to 2017-06-30),90065,200.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90066,250.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90066,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90066,350.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Semi-Annual (2017-01-01 to 2017-06-30),90066,100.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90068,1350.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90068,1350.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90071,1000.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90071,1000.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90071,250.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Semi-Annual (2017-01-01 to 2017-06-30),90071,1350.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90078,100.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Election (2017-01-01 to 2017-01-21),90201,100.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90248,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90248,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90254,100.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90255,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90255,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90258,100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Quarterly (2016-07-01 to 2016-09-30),90265,500.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90265,600.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90265,500.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90277,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90293,250.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90301,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90301,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90304,300.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Runoff (2017-03-02 to 2017-04-01),90305,100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Election (2017-01-22 to 2017-02-18),90305,100.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Pre-Election (2017-02-19 to 2017-03-01),90402,1100.0
LAUSD Board Member,6.0,Padilla,Imelda,2nd Pre-Runoff (2017-04-02 to 2017-04-29),90402,500.0
LAUSD Board Member,6.0,Padilla,Imelda,3rd Quarterly (2016-07-01 to 2016-09-30),90405,100.0
LAUSD Board Member,6.0,Padilla,Imelda,4th Quarterly (2016-10-01 to 2016-12-31),90405,25.0
LAUSD Board Member,6.0,Padilla,Imelda,1st Pre-Election (2017-01-01 to 2017-01-21),90405,250.0
